496;1;0-hanging rail;35;20;Shelf 4/hanging rail [1]_TI18
496;1;0-hanging rail;35;20;Shelf 4/hanging rail [2]_TI18
441.7;1;0-hanging rail;35;20;Shelf 4/hanging rail [1]_TI20
981.7;1;0-hanging rail;35;20;Shelf 4/hanging rail [2]_TI20
