Project,Cabinet,Part,File-1,File-2,Length,Width,Grain,Qty,Material,Thickness,Edge-L-1,Edge-L-2,Edge-W-1,Edge-W-2
T042_UE,Kit_base_filler,Filler7,00018450cix,,669,66,0,3,Red_HGL,18,2_Colour,,2_Colour,2_Colour
T042_UE,Kit_Cor_B,Top8,00018451cix,,1464,524.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Cor_B,Bottom8,00018452cix,,1464,524.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Cor_B,Left Side8,00018453cix,,614,524.5,0,1,ply18,18,5_white,,5_white,5_white
T042_UE,Kit_Cor_B,Right Side8,00018454cix,,674,524.5,0,1,Red_HGL,18,5_white,,5_white,5_white
T042_UE,Kit_Cor_B,Back8,00018455cix,,615,1500,0,1,ply_7,7,,,,
T042_UE,Kit_Cor_B,Vertical Division [1]8,00018456cix,,579,524.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Cor_B,Vertical Division [2]8,00018457cix,,579,56.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Cor_B,Double-Back 1 [1]8,00018458cix,,579,550,0,1,ply18,18,,,,
T042_UE,Kit_Cor_B,Door-std (single) [1]8,00018459cix,,669,476,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Cor_B,Door-std (single) [2]8,00018460cix,,669,99,0,1,White_HG,18,2_Colour,,2_Colour,2_Colour
T042_UE,Kit_Cor_B,Door-std (single) [3]8,00018461cix,,471,435,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Cor_B,Draw_acc [1]8,00018462cix,,192.5,435.5,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Cor_B,Upper Strip 1 [1]8,00018463cix,,1004,60,0,1,L_F,19,,,,
T042_UE,Kit_PO_Dwr_Cyl,Top9,00018464cix,,1284,514.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_PO_Dwr_Cyl,Bottom9,00018465cix,,566,514.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_PO_Dwr_Cyl,Left Side9,00018466cix,,609,531,0,1,ply18,18,5_white,5_Dado,5_white,5_white
T042_UE,Kit_PO_Dwr_Cyl,Right Side9,00018467cix,,609,531,0,1,ply18,18,5_white,5_Dado,5_white,5_white
T042_UE,Kit_PO_Dwr_Cyl,Back9,00018468cix,,610,1304,0,1,ply_7,7,,,,
T042_UE,Kit_PO_Dwr_Cyl,Mobile Shelve9,00018469cix,,700,464.5,0,2,ply18,18,5_white,,,
T042_UE,Kit_PO_Dwr_Cyl,Vertical Division [1]9,00018470cix,,592,514.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_PO_Dwr_Cyl,Vertical Division [2]9,00018471cix,,574,514.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_PO_Dwr_Cyl,Door-std (double) [1]_19,00018472cix,,664,357.5,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_PO_Dwr_Cyl,Door-std (double) [1]_29,00018473cix,,664,357.5,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_PO_Dwr_Cyl,Draw_acc [1]9,00018474cix,,664,155.5,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_PO_Dwr_Cyl,Draw_acc [2]9,00018475cix,,329,427,0,2,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_PO_Dwr_Cyl,Upper Strip 1 [1]9,00018476cix,,1390,59,0,1,ply18,18,,,,
T042_UE,Kit_Sink,Top10,00018477cix,,562,74,0,1,L_F,19,5_Wenge,5_Dado,,
T042_UE,Kit_Sink,Bottom10,00018478cix,,562,74,0,1,L_F,19,5_Wenge,5_Dado,,
T042_UE,Kit_Sink,Left Side10,00018479cix,,614,74,0,1,L_F,19,5_Wenge,5_Dado,5_white,5_white
T042_UE,Kit_Sink,Right Side10,00018480cix,,614,74,0,1,L_F,19,5_Wenge,5_Dado,5_white,5_white
T042_UE,Kit_Sink,Door-std (single) [1]10,00018481cix,,669,594,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Tall_unit,Top11,00018482cix,,481.5,524.5,0,1,ply18,18,5_white,,,5_white
T042_UE,Kit_Tall_unit,Bottom11,00018483cix,,481.5,524.5,0,1,ply18,18,5_white,,,5_white
T042_UE,Kit_Tall_unit,Left Side11,00018484cix,,1959,524.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Tall_unit,Right Side11,00018485cix,,1994,591,0,1,Red_HGL,18,5_white,5_Dado-60,5_white,5_white
T042_UE,Kit_Tall_unit,Back11,00018486cix,,1995,432,0,1,ply_7,7,,,,
T042_UE,Kit_Tall_unit,Fixed Shelve [1]11,00018487cix,,404,524.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Tall_unit,Mobile Shelve11,00018488cix,,403,494.5,0,3,ply18,18,5_white,,,
T042_UE,Kit_Tall_unit,Door-std (single) [1]11,00018489cix,,694.5,434,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Tall_unit,Door-std (single) [2]11,00018490cix,,1289.5,434,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Utility_1Dr,Top12,00018491cix,,564,524,0,1,ply18,18,5_Wenge,5_Dado,,
T042_UE,Kit_Utility_1Dr,Bottom12,00018492cix,,564,524,0,1,ply18,18,5_Wenge,5_Dado,,
T042_UE,Kit_Utility_1Dr,Left Side12,00018493cix,,614,524,0,1,ply18,18,5_Wenge,5_Dado,5_white,5_white
T042_UE,Kit_Utility_1Dr,Right Side12,00018494cix,,614,524,0,1,ply18,18,5_Wenge,5_Dado,5_white,5_white
T042_UE,Kit_Utility_1Dr,Back12,00018495cix,,615,600,0,1,ply_7,7,,,,
T042_UE,Kit_Utility_1Dr,Mobile Shelve [1]12,00018496cix,,563,494.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Utility_1Dr,Door-std (single) [1]12,00018497cix,,669,594,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Utility_1Dr,Upper Strip 1 [1]12,00018498cix,,600,60,0,1,L_F,19,,,,
T042_UE,Kit_Utility_filler,Filler13,00018499cix,,669,66,0,2,Red_HGL,18,2_Colour,,2_Colour,2_Colour
T042_UE,Kit_wall_2Dr,Top14,00018500cix,,731.5,282.5,0,1,ply18,18,5_white,,5_white,
T042_UE,Kit_wall_2Dr,Bottom14,00018501cix,,731.5,282.5,0,1,ply18,18,5_white,,5_white,
T042_UE,Kit_wall_2Dr,Left Side14,00018502cix,,749,299,0,1,Red_HGL,18,5_white,5_Dado,5_white,5_white
T042_UE,Kit_wall_2Dr,Right Side14,00018503cix,,664,282.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_wall_2Dr,Back14,00018504cix,,700,692,0,1,ply_7,7,,,,
T042_UE,Kit_wall_2Dr,Mobile Shelve [1]14,00018505cix,,663,252.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_wall_2Dr,Door-std (double) [1]14,00018506cix,,558,208,0,2,Glass_frosted,4,,,,
T042_UE,Kit_wall_2Dr,Door-std (double) [1]_214,00018507cix,,694,344,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_wall_2Dr,Door-std (double) [1]_414,00018508cix,,694,344,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_wall_2Dr,Plinth 1 [1]14,00018509cix,,732,48,0,1,Red_HGL,18,2_Colour,,,
T042_UE,Kit_wall_2Dr[1],Top15,00018510cix,,751.5,282.5,0,1,ply18,18,5_white,,,5_white
T042_UE,Kit_wall_2Dr[1],Bottom15,00018511cix,,751.5,282.5,0,1,ply18,18,5_white,,,5_white
T042_UE,Kit_wall_2Dr[1],Left Side15,00018512cix,,664,282.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_wall_2Dr[1],Right Side15,00018513cix,,749,299,0,1,Red_HGL,18,5_white,5_Dado,5_white,5_white
T042_UE,Kit_wall_2Dr[1],Back15,00018514cix,,700,722,0,1,ply_7,7,,,,
T042_UE,Kit_wall_2Dr[1],Mobile Shelve [1]15,00018515cix,,683,252.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_wall_2Dr[1],Door-std (double) [1]15,00018516cix,,558,218,0,2,Glass_frosted,4,,,,
T042_UE,Kit_wall_2Dr[1],Door-std (double) [1]_215,00018517cix,,694,354,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_wall_2Dr[1],Door-std (double) [1]_415,00018518cix,,694,354,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_wall_2Dr[1],Plinth 1 [1]15,00018519cix,,752,48,0,1,Red_HGL,18,2_Colour,,,
T042_UE,Kit_wall_filler,Filler16,00018520cix,,694,66,0,2,White_HG,18,2_Colour,,2_Colour,2_Colour
T042_UE,Living_Pooja_base,Top_117,00018521cix,,1464,74,0,1,ply18,18,0.5 white,5_Dado,,
T042_UE,Living_Pooja_base,Top_217,00018522cix,,1464,74,0,1,ply18,18,5_Colour,0.5 white,,
T042_UE,Living_Pooja_base,Bottom17,00018523cix,,1464,399,0,1,ply18,18,5_Colour,5_Dado,,
T042_UE,Living_Pooja_base,Left Side17,00018524cix,,799,382,0,1,ply18,18,5_Colour,5_Dado,5_white,5_white
T042_UE,Living_Pooja_base,Right Side17,00018525cix,,799,399,1,1,289Pine_light_18,18,5_Colour,5_Dado,5_white,5_white
T042_UE,Living_Pooja_base,Back17,00018526cix,,682,1492,0,1,ply_7,7,,,,
T042_UE,Living_Pooja_base,Mobile Shelve [1]17,00018527cix,,973,332.5,0,1,ply18,18,5_white,,,
T042_UE,Living_Pooja_base,Mobile Shelve [2]17,00018528cix,,473,332.5,0,1,ply18,18,5_white,,,
T042_UE,Living_Pooja_base,Vertical Division [1]17,00018529cix,,654,382.5,0,1,ply18,18,5_white,,,
T042_UE,Living_Pooja_base,Door-std17,00018530cix,,684,494,1,2,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Living_Pooja_base,Door-std (double) [1]_217,00018531cix,,684,494,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Living_Pooja_base,Plinth 1 [1]17,00018532cix,,1464,108,1,1,289Pine_light_18,18,,2_Colour,,
T042_UE,Living_Pooja_open,Top18,00018533cix,,696,198,1,1,289Pine_light_18,18,2_Colour,,2_Colour,2_Colour
T042_UE,Living_Pooja_open,Bottom18,00018534cix,,696,198,1,1,289Pine_light_18,18,2_Colour,,2_Colour,2_Colour
T042_UE,Living_Pooja_W,Top19,00018535cix,,764,282,0,1,ply18,18,5_white,5_Dado,,
T042_UE,Living_Pooja_W,Bottom19,00018536cix,,764,282,0,1,ply18,18,5_white,5_Dado,,
T042_UE,Living_Pooja_W,Left Side19,00018537cix,,999,299,1,1,289Pine_light_18,18,5_white,5_Dado,5_white,5_white
T042_UE,Living_Pooja_W,Right Side19,00018538cix,,999,299,1,1,289Pine_light_18,18,5_white,5_Dado,5_white,5_white
T042_UE,Living_Pooja_W,Back19,00018539cix,,1000,784,0,1,ply_7,7,,,,
T042_UE,Living_Pooja_W,Mobile Shelve [1]19,00018540cix,,764,232.5,0,1,ply18,18,5_white,,,
T042_UE,Living_Pooja_W,Door-std (double) [1]_119,00018541cix,,994,394,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Living_Pooja_W,Door-std (double) [1]_219,00018542cix,,994,394,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Living_TV_B,Top20,00018543cix,,1979,409,1,1,289Pine_light_18,18,5_white,5_Dado,5_white,5_white
T042_UE,Living_TV_B,Bottom20,00018544cix,,1944,389,0,1,ply18,18,5_white,5_Dado,,
T042_UE,Living_TV_B,Left Side20,00018545cix,,281.5,389,1,1,289Pine_light_18,18,5_white,5_Dado,,5_white
T042_UE,Living_TV_B,Right Side20,00018546cix,00018547cix,281.5,389,1,1,289Pine_light_18,18,5_white,5_Dado,,5_white
T042_UE,Living_TV_B,Back20,00018548cix,,284,1964,0,1,ply_7,7,,,,
T042_UE,Living_TV_B,Fixed Shelve [1]20,00018549cix,,626,372.5,1,1,289Pine_light_18,18,5_white,,,
T042_UE,Living_TV_B,Vertical Division [1]20,00018550cix,,264,372.5,1,1,289Pine_light_18,18,5_white,,,
T042_UE,Living_TV_B,Vertical Division [2]20,00018551cix,,264,372.5,1,1,289Pine_light_18,18,5_white,,,
T042_UE,Living_TV_B,Dra_slide_4020,00018552cix,,276,671,1,2,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Living_TV_B,Left Side Dra_slide_4020,00018553cix,,335,203,0,2,ply18,18,5_white,5_Dado,,
T042_UE,Living_TV_B,Right Side Dra_slide_4020,00018554cix,,335,203,0,2,ply18,18,5_white,5_Dado,,
T042_UE,Living_TV_B,Bottom Dra_slide_4020,00018555cix,,595.6,333,0,2,ply_7,7,,,,
T042_UE,Living_TV_B,Back Dra_slide_4020,00018556cix,,579.6,203,0,2,ply18,18,5_white,5_Dado,,
T042_UE,Living_TV_B,Counter-Frontage Dra_slide_4020,00018557cix,,615.6,203,0,2,ply18,18,5_white,5_Dado,,
T042_UE,Living_TV_Open,Bottom21,00018558cix,,1796,198,1,1,289Pinelight_BSL_25,25,2_Colour,,2_Colour,2_Colour
T042_UE,Living_TVPanel,Top22,00018559cix,,1792,59.5,0,1,L_F,19,5_white,,,
T042_UE,Living_TVPanel,Bottom22,00018560cix,,1792,59.5,0,1,L_F,19,5_white,,,
T042_UE,Living_TVPanel,Left Side22,00018561cix,,1124,74,0,1,L_F,19,5_white,5_Dado,5_white,5_white
T042_UE,Living_TVPanel,Right Side22,00018562cix,,1124,74,0,1,L_F,19,5_white,5_Dado,5_white,5_white
T042_UE,Living_TVPanel,Door-std (single) [1]22,00018563cix,,1196,1976,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Living_TVPanel[1],Top23,00018564cix,,1792,59.5,0,1,L_F,19,5_white,,,
T042_UE,Living_TVPanel[1],Bottom23,00018565cix,,1792,59.5,0,1,L_F,19,5_white,,,
T042_UE,Living_TVPanel[1],Left Side23,00018566cix,,224,74,0,1,L_F,19,5_white,5_Dado,5_white,5_white
T042_UE,Living_TVPanel[1],Right Side23,00018567cix,,224,74,0,1,L_F,19,5_white,5_Dado,5_white,5_white
T042_UE,Living_TVPanel[1],Door-std (single) [1]23,00018568cix,,296,1976,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Loft  filler,Door 1/bin/1.5-3 (single) [1]24,00018569cix,,744,246,1,1,289Pine_light_18,18,,2_Colour,2_Colour,2_Colour
T042_UE,Loft  filler[S][1],Door 1/bin/1.5-3 (single) [1]25,00018570cix,,744,296,0,1,Electric_blue,18,,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-1,Top26,00018571cix,,1730.5,74,0,1,L_F,19,5_Wenge,5_Dado,5_white,
T042_UE,MBR_Loft-1,Bottom26,00018572cix,,1730.5,74,0,1,L_F,19,5_Wenge,5_Dado,5_white,
T042_UE,MBR_Loft-1,Left Side26,00018573cix,,749,74,0,1,L_F,19,5_Wenge,5_white,5_white,5_white
T042_UE,MBR_Loft-1,Right Side26,00018574cix,,712,74,0,1,L_F,19,5_Wenge,5_Wenge,,
T042_UE,MBR_Loft-1,Vertical Division [1]26,00018575cix,00018576cix,681,74.5,0,1,L_F,19,5_Wenge,,,
T042_UE,MBR_Loft-1,Door-std (single) [1]26,00018577cix,,694.5,367.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-1,Door 1/bin/1.5-3 (single) [2]26,00018578cix,,44.5,1494,0,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-1,Door-std (double) [1]_126,00018579cix,,694.5,557.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-1,Door-std (double) [1]_226,00018580cix,,694.5,557.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-2,Top27,00018581cix,,1680.5,74,0,1,L_F,19,5_white,5_Dado,5_white,
T042_UE,MBR_Loft-2,Bottom27,00018582cix,,1999,549,1,1,289Pinelight_BSL_25,25,5_white,5_Dado,5_white,5_white
T042_UE,MBR_Loft-2,Left Side27,00018583cix,,724.5,74,0,1,L_F,19,5_white,5_Dado,5_white,
T042_UE,MBR_Loft-2,Right Side27,00018584cix,,706,74,0,1,L_F,19,5_white,5_Dado,,
T042_UE,MBR_Loft-2,Vertical Division [1]27,00018585cix,,675,74.5,0,1,L_F,19,5_white,,,
T042_UE,MBR_Loft-2,Door-std (single) [1]27,00018586cix,,694.5,561.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-2,Door 1/bin/1.5-3 (single) [2]27,00018587cix,,46.5,1694,0,1,289Pine_light_18,18,2_Colour,2_Colour,,2_Colour
T042_UE,MBR_Loft-2,Door-std (double) [1]_127,00018588cix,,694.5,560.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft-2,Door-std (double) [1]_227,00018589cix,,694.5,560.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_Loft _filler,Door 1/bin/1.5-3 (single) [1]28,00018590cix,,744,246,1,2,289Pine_light_18,18,,2_Colour,2_Colour,2_Colour
T042_UE,MBR_WR,Top29,00018591cix,,1731.5,532.5,0,1,ply18,18,5_white,,5_white,
T042_UE,MBR_WR,Bottom29,00018592cix,,1731.5,532.5,0,1,ply18,18,5_white,,5_white,
T042_UE,MBR_WR,Left Side29,00018593cix,,2099,549,1,1,289Pine_light_18,18,5_white,5_Dado,5_white,5_white
T042_UE,MBR_WR,Right Side29,00018594cix,,1954,532.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Back_129,00018595cix,,1990,1120.2,0,1,ply_7,7,,,,
T042_UE,MBR_WR,Back_229,00018596cix,,1990,561.8,0,1,ply_7,7,,,,
T042_UE,MBR_WR,Fixed Shelve [1]29,00018597cix,,1099.8,502.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Mobile Shelve29,00018598cix,,535.2,502.5,0,4,ply18,18,5_white,,,
T042_UE,MBR_WR,Shelve 5raw [1]29,00018599cix,,1099.8,502.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Vertical Division [1]29,00018600cix,00018601cix,1954,532.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Vertical Division [2]29,00018602cix,,400,502.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Upright 4raw [1]29,00018603cix,,150,502.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Upright 4raw [2]29,00018604cix,,150,502.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Upright 4raw [3]29,00018605cix,00018606cix,150,502.5,0,1,ply18,18,5_white,,,
T042_UE,MBR_WR,Door-std (single) [1] Door 1/bin/1.5-3 (double) [2]_229,00018607cix,,1984,557.7,1,2,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_WR,Door 1/bin/1.5-3 (double) [2]_129,00018608cix,,1984,557.7,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_WR,Dra_slide_4029,00018609cix,,143,515.9,0,2,ply18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,MBR_WR,Left Side Dra_slide_4029,00018610cix,,444,89,0,2,ply18,18,5_white,5_Dado,,
T042_UE,MBR_WR,Right Side Dra_slide_4029,00018611cix,,444,89,0,2,ply18,18,5_white,5_Dado,,
T042_UE,MBR_WR,Bottom Dra_slide_4029,00018612cix,,481.5,446,0,2,ply_7,7,,,,
T042_UE,MBR_WR,Back Dra_slide_4029,00018613cix,,461.5,89,0,2,ply18,18,5_white,5_Dado,,
T042_UE,MBR_WR,Counter-Frontage Dra_slide_4029,00018614cix,,497.5,89,0,2,ply18,18,5_white,5_Dado,,
T042_UE,MBR_WR,Plinth 1 [1]29,00018615cix,,1732,110,1,1,289Pine_light_18,18,,,,
T042_UE,Study_Dresser,Top30,00018616cix,,399,424,0,1,Electric_blue,18,5_white,5_Dado,5_white,5_white
T042_UE,Study_Dresser,Bottom30,00018617cix,,364,379.5,0,1,ply18,18,5_white,,,
T042_UE,Study_Dresser,Left Side30,00018618cix,,181.5,401,0,1,Electric_blue,18,5_white,5_Dado,,5_white
T042_UE,Study_Dresser,Right Side30,00018619cix,,181.5,401,0,1,ply18,18,5_white,5_Dado,,5_white
T042_UE,Study_Dresser,Back30,00018620cix,,192,384,0,1,ply_7,7,,,,
T042_UE,Study_Dresser,Dra_slide_40 [1]30,00018621cix,,176,394,0,1,Wh_SF,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_Dresser,Left Side Dra_slide_40 [1]30,00018622cix,,341,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,Study_Dresser,Right Side Dra_slide_40 [1]30,00018623cix,,341,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,Study_Dresser,Bottom Dra_slide_40 [1]30,00018624cix,,342,320.6,0,1,ply_7,7,,,,
T042_UE,Study_Dresser,Back Dra_slide_40 [1]30,00018625cix,,300.6,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,Study_Dresser,Counter-Frontage Dra_slide_40 [1]30,00018626cix,,338.6,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,Study_loft,Top31,00018627cix,,2080.5,74,0,1,L_F,19,5_Colour,5_white,,5_white
T042_UE,Study_loft,Bottom31,00018628cix,,2099,549,0,1,whit_SF_25,25,5_Colour,5_white,5_white,5_white
T042_UE,Study_loft,Left Side31,00018629cix,,706,74,0,1,L_F,19,5_Colour,5_white,,
T042_UE,Study_loft,Right Side31,00018630cix,,724.5,74,0,1,L_F,19,5_Colour,5_white,5_white,
T042_UE,Study_loft,Vertical Division [1]31,00018631cix,,706,74.5,0,1,L_F,19,5_white,,,
T042_UE,Study_loft,Door-std (single) [1]31,00018632cix,,694.5,594.3,0,1,Wh_SF,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_loft,Door 1/bin/1.5-3 (single) [2]31,00018633cix,,44.5,1794,0,1,Electric_blue,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_loft,Door 1/bin/1.5-3 (double) [1]_131,00018634cix,,694.5,594.3,0,1,Electric_blue,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_loft,Door 1/bin/1.5-3 (double) [1]_231,00018635cix,,694.5,594.3,0,1,Wh_SF,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_loft-2,Top32,00018636cix,,680.5,74,0,1,L_F,19,5_Colour,5_white,5_white,
T042_UE,Study_loft-2,Bottom32,00018637cix,,699,549,0,1,whit_SF_25,25,5_Colour,5_white,5_white,5_white
T042_UE,Study_loft-2,Left Side32,00018638cix,,724.5,74,0,1,L_F,19,5_Colour,5_white,5_white,
T042_UE,Study_loft-2,Right Side32,00018639cix,,706,74,0,1,L_F,19,5_Colour,5_white,,
T042_UE,Study_loft-2,Door-std (single) [1]32,00018640cix,,694.5,594,0,1,Electric_blue,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_loft-2,Door 1/bin/1.5-3 (single) [2]32,00018641cix,,44.5,594,0,1,Electric_blue,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_loft_fill-2,Door 1/bin/1.5-3 (single) [1]33,00018642cix,,744,96,0,1,Electric_blue,18,,2_Colour,2_Colour,2_Colour
T042_UE,Study_Mirror,Door-std (single) [1]_134,00018643cix,,1194,394,0,1,Miror,6,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_Mirror,Door-std (single) [1]_234,00018644cix,,1194,394,0,1,ply18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_wall[1],Top35,00018645cix,,1164,277.5,0,1,ply18,18,5_white,,,
T042_UE,Study_wall[1],Bottom35,00018646cix,,1164,277.5,0,1,Electric_blue,18,5_white,,,
T042_UE,Study_wall[1],Left Side35,00018647cix,,749,299,0,1,Electric_blue,18,5_white,5_Dado,5_white,5_white
T042_UE,Study_wall[1],Right Side35,00018648cix,,749,277,0,1,Electric_blue,18,5_white,5_Dado,5_white,5_white
T042_UE,Study_wall[1],Back35,00018649cix,,750,1192,0,1,ply_7,7,,,,
T042_UE,Study_wall[1],Fixed Shelve [1]35,00018650cix,00018651cix,1164,277.5,0,1,ply18,18,5_white,,,
T042_UE,Study_wall[1],Vertical Division [2]35,00018652cix,00018653cix,464,277.5,0,1,ply18,18,5_white,,,
T042_UE,Study_wall[1],Door-std (single) [1]35,00018654cix,,494,394.3,0,1,Electric_blue,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_wall[1],Door-std (double) [1]_135,00018655cix,,494,394.3,0,1,Electric_blue,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Study_wall[1],Door-std (double) [1]_235,00018656cix,,378,278.3,0,1,Glass_5,5,,,,
T042_UE,Study_wall[1],Door-std (double) [1]_335,00018657cix,,494,394.3,0,1,Wh_SF,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,WRonly_Filler[MBR],Door-std (single) [1]36,00018658cix,,1984,67,1,1,289Pine_light_18,18,,2_Colour,2_Colour,2_Colour
F124_UE,Cor_base(Left),Top,00018890cix,,1094,524.5,0,1,ply18,18,5_white,,,
F124_UE,Cor_base(Left),Bottom,00018891cix,,1094,524.5,0,1,ply18,18,5_white,,,
F124_UE,Cor_base(Left),Left Side,00018892cix,,614,524.5,0,1,ply18,18,5_white,,5_white,5_white
F124_UE,Cor_base(Left),Right Side,00018893cix,,614,524.5,0,1,ply18,18,5_white,,5_white,5_white
F124_UE,Cor_base(Left),Back,00018894cix,,615,1130,0,1,ply_7,7,,,,
F124_UE,Cor_base(Left),Fixed Shelve [1],00018895cix,,1094,468,0,1,ply18,18,,,,
F124_UE,Cor_base(Left),Vertical Division [1],00018896cix,,579,56.5,0,1,ply18,18,5_white,,,
F124_UE,Cor_base(Left),Double-Back 1 [1],00018897cix,,579,570,0,1,ply18,18,,,,
F124_UE,Cor_base(Left),Door-std (single) [1],00018898cix,,669,527,0,1,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
F124_UE,Cor_base(Left),Door-std (single) [2],00018899cix,,669,142,0,1,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
F124_UE,Cor_base(Left),Upper Strip 1 [1],00018900cix,,694,60,0,1,L_F,19,,,,
F124_UE,IIBR_Dres_base,Top1,00018901cix,,596,397.5,0,1,Yellow Ply 18 SF,18,2_Colour,5_Dado,2_Colour,2_Colour
F124_UE,IIBR_Dres_base,Bottom1,00018902cix,,564,381,0,1,ply18,18,5_walnut,5_Dado,,
F124_UE,IIBR_Dres_base,Left Side1,00018903cix,,481.5,381,0,1,Yellow Ply 18 SF,18,5_walnut,5_Dado,,5_white
F124_UE,IIBR_Dres_base,Right Side1,00018904cix,,481.5,381,0,1,ply18,18,5_walnut,5_Dado,,5_white
