Project,Cabinet,Part,File-1,File-2,Length,Width,Grain,Qty,Material,Thickness,Edge-L-1,Edge-L-2,Edge-W-1,Edge-W-2
D031_UE,KIt_Cor_B(R),Left Side13,00017958cix,,614,524.5,0,1,ply18,18,5_white,,5_white,5_white
D031_UE,KIt_Cor_B(R),Right Side13,00017959cix,,614,524.5,0,1,ply18,18,5_white,,5_white,5_white
D031_UE,KIt_Cor_B(R),Back13,00017960cix,,615,1100,0,1,ply_7,7,,,,
D031_UE,KIt_Cor_B(R),Fixed Shelve [1]13,00017961cix,,1064,468,0,1,ply18,18,,,,
D031_UE,KIt_Cor_B(R),Vertical Division [1]13,00017962cix,,579,56.5,0,1,ply18,18,5_white,,,
D031_UE,KIt_Cor_B(R),Double-Back 1 [1]13,00017963cix,,579,573,0,1,ply18,18,,,,
D031_UE,KIt_Cor_B(R),Door-std (single) [2]13,00017964cix,,669,494,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,KIt_Cor_B(R),Filler13,00017965cix,,669,95,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,KIt_Cor_B(R),Upper Strip 1 [1]13,00017966cix,,1864,60,0,1,L_F,19,,,,
D031_UE,Kit_PO_Dwr_Cyl,Top14,00017967cix,,1306.5,524,0,1,ply18,18,5_Colour,5_Dado,,5_white
D031_UE,Kit_PO_Dwr_Cyl,Bottom14,00017968cix,,815.5,524,0,1,ply18,18,5_Colour,5_Dado,,5_white
D031_UE,Kit_PO_Dwr_Cyl,Left Side14,00017969cix,,579,524.5,0,1,ply18,18,5_Colour,,,
D031_UE,Kit_PO_Dwr_Cyl,Right Side14,00017970cix,,674,591,0,1,White_HG,18,5_Colour,5_Dado,5_white,5_white
D031_UE,Kit_PO_Dwr_Cyl,Back14,00017971cix,,615,1247,0,1,ply_7,7,,,,
D031_UE,Kit_PO_Dwr_Cyl,Mobile Shelve14,00017972cix,,473,474.5,0,2,ply18,18,5_white,,,
D031_UE,Kit_PO_Dwr_Cyl,Vertical Division [1]14,00017973cix,,597,524.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_PO_Dwr_Cyl,Vertical Division [2]14,00017974cix,,579,524.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_PO_Dwr_Cyl,Door-std (single) [1]14,00017975cix,,669,494,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_PO_Dwr_Cyl,Draw_acc [1]14,00017976cix,,669,167.5,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_PO_Dwr_Cyl,Drawer_Acc [1]14,00017977cix,,176,577,0,2,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_PO_Dwr_Cyl,Drawer_Acc [1]_314,00017978cix,,305,577,0,1,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_PO_Dwr_Cyl,Upper Strip 1 [1]14,00017979cix,,1307,60,0,1,ply18,18,,,,
D031_UE,Kit_sink_base(R),Top15,00017980cix,,562,74,0,1,L_F,19,5_Colour,5_Dado,,
D031_UE,Kit_sink_base(R),Bottom15,00017981cix,,562,74,0,1,L_F,19,5_Colour,5_Dado,,
D031_UE,Kit_sink_base(R),Left Side15,00017982cix,,614,74,0,1,L_F,19,5_Colour,5_Dado,5_white,5_white
D031_UE,Kit_sink_base(R),Right Side15,00017983cix,,614,74,0,1,L_F,19,5_Colour,5_Dado,5_white,5_white
D031_UE,Kit_sink_base(R),Door-std (single) [1]15,00017984cix,,669,594,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_T_filler,Door 1/bin/1.5-3 (single) [1]16,00017985cix,,1990,64,0,1,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_Wa_1,Top17,00017986cix,,531.5,282.5,0,1,ply18,18,5_white,,,5_white
D031_UE,Kit_Wa_1,Bottom17,00017987cix,,531.5,282.5,0,1,ply18,18,5_white,,,5_white
D031_UE,Kit_Wa_1,Left Side17,00017988cix,,664,282.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wa_1,Right Side17,00017989cix,,749,299,0,1,Ora_HGL,18,5_white,5_Dado,5_white,5_white
D031_UE,Kit_Wa_1,Back17,00017990cix,,700,472,0,1,ply_7,7,,,,
D031_UE,Kit_Wa_1,Mobile Shelve [1]17,00017991cix,,443,252.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wa_1,Door-std (single) [1]_117,00017992cix,,568,348,0,1,Glass_frosted,4,,,,
D031_UE,Kit_Wa_1,Door-std (single) [1]_217,00017993cix,,694,474,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_Wa_1,Plinth 1 [1]17,00017994cix,,532,48,0,1,Ora_HGL,18,2_Colour,,,
D031_UE,Kit_Wa_2,Top18,00017995cix,,514,282.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wa_2,Bottom18,00017996cix,,514,282.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wa_2,Left Side18,00017997cix,,749,299,0,1,Ora_HGL,18,5_white,5_Dado,5_white,5_white
D031_UE,Kit_Wa_2,Right Side18,00017998cix,,749,299,0,1,Ora_HGL,18,5_white,5_Dado,5_white,5_white
D031_UE,Kit_Wa_2,Back18,00017999cix,,700,534,0,1,ply_7,7,,,,
D031_UE,Kit_Wa_2,Mobile Shelve [1]18,00018000cix,,513,252.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wa_2,Door-std (single) [1]_118,00018001cix,,568,418,0,1,Glass_frosted,4,,,,
D031_UE,Kit_Wa_2,Door-std (single) [1]_218,00018002cix,,694,544,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_Wa_2,Plinth 1 [1]18,00018003cix,,514,50,0,1,Ora_HGL,18,,,,
D031_UE,Kit_Wall_2Dr,Top19,00018004cix,,1164,282.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wall_2Dr,Bottom19,00018005cix,,1164,282.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wall_2Dr,Left Side19,00018006cix,,749,299,0,1,Ora_HGL,18,5_white,5_Dado,5_white,5_white
D031_UE,Kit_Wall_2Dr,Right Side19,00018007cix,,749,282.5,0,1,ply18,18,5_white,,5_white,5_white
D031_UE,Kit_Wall_2Dr,Back19,00018008cix,,750,1192,0,1,ply_7,7,,,,
D031_UE,Kit_Wall_2Dr,Mobile Shelve [1]19,00018009cix,,1164,232.5,0,1,ply18,18,5_white,,,
D031_UE,Kit_Wall_2Dr,Door-std (double) [1]_119,00018010cix,,744,594,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_Wall_2Dr,Door-std (double) [1]_219,00018011cix,,744,594,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Kit_wall_filler,Filler20,00018012cix,,694,66,0,1,White_HG,18,2_Colour,,2_Colour,2_Colour
D031_UE,LIving_Pooja_wall,Top21,00018013cix,,1164,299,0,1,ply18,18,5_Colour,5_Dado,,
D031_UE,LIving_Pooja_wall,Left Side21,00018014cix,,1099,299,0,1,ply18,18,5_Colour,5_Dado,5_white,5_white
D031_UE,LIving_Pooja_wall,Right Side21,00018015cix,,1099,299,1,1,CherryBeech,18,5_Colour,5_Dado,5_white,5_white
D031_UE,LIving_Pooja_wall,Back21,00018016cix,,1102,1184,0,1,ply_7,7,,,,
D031_UE,LIving_Pooja_wall,Mobile Shelve [1]21,00018017cix,,1164,182.5,0,1,ply18,18,5_white,,,
D031_UE,LIving_Pooja_wall,Door-std (double) [1]_121,00018018cix,,1094,594,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,LIving_Pooja_wall,Door-std (double) [1]_221,00018019cix,,1094,594,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Living_Shoe_rack,Top22,00018020cix,,596,397.5,1,1,CherryBeech,18,2_Colour,5_Dado,2_Colour,2_Colour
D031_UE,Living_Shoe_rack,Bottom22,00018021cix,,564,381,0,1,ply18,18,5_Colour,5_Dado,,
D031_UE,Living_Shoe_rack,Left Side22,00018022cix,,1181.5,381,0,1,ply18,18,5_Colour,5_Dado,,5_white
D031_UE,Living_Shoe_rack,Right Side22,00018023cix,,1181.5,381,1,1,CherryBeech,18,5_Colour,5_Dado,,5_white
D031_UE,Living_Shoe_rack,Back22,00018024cix,,1074,584,0,1,ply_7,7,,,,
D031_UE,Living_Shoe_rack,Mobile Shelve22,00018025cix,,564,314.5,0,3,ply18,18,5_white,,,
D031_UE,Living_Shoe_rack,Door-std (single) [1]22,00018026cix,,1066,594,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Living_Shoe_rack,Plinth 1 [1]22,00018027cix,,564,110,1,1,CherryBeech,18,,,,
D031_UE,Living_TV_5,Top23,00018028cix,,1496,315.5,1,1,CherryBeech,18,2_Colour,5_Dado,2_Colour,2_Colour
D031_UE,Living_TV_5,Bottom23,00018029cix,,1464,315.5,0,1,ply18,18,2_Colour,5_Dado,,
D031_UE,Living_TV_5,Left Side23,00018030cix,,181.5,315.5,1,1,CherryBeech,18,2_Colour,5_Dado,,5_white
D031_UE,Living_TV_5,Right Side23,00018031cix,00018032cix,181.5,315.5,1,1,CherryBeech,18,2_Colour,5_Dado,,5_white
D031_UE,Living_TV_5,Back23,00018033cix,,184,1484,0,1,ply_7,7,,,,
D031_UE,Living_TV_5,Vertical Division23,00018034cix,,164,299,1,2,CherryBeech,18,2_Colour,,,
D031_UE,Living_TV_5,Drawer 623,00018035cix,,157,475,0,2,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Living_TV_5,Left Side Drawer 623,00018036cix,,242,103,0,2,ply18,18,5_white,,,
D031_UE,Living_TV_5,Right Side Drawer 623,00018037cix,,242,103,0,2,ply18,18,5_white,,,
D031_UE,Living_TV_5,Bottom Drawer 623,00018038cix,,436.6,240,0,2,ply_7,7,,,,
D031_UE,Living_TV_5,Back Drawer 623,00018039cix,,420.6,103,0,2,ply18,18,5_white,,,
D031_UE,Living_TV_5,Counter-Frontage Drawer 623,00018040cix,,456.6,103,0,2,ply18,18,5_white,,,
D031_UE,LIving_TV_5(2),Top24,00018041cix,,1496,215.5,1,1,CherryBeech,18,2_Colour,5_Dado,2_Colour,2_Colour
D031_UE,LIving_TV_5(2),[Left Right] Side24,00018042cix,,1199.5,74,0,2,L_F,19,5_Colour,5_Dado,,5_white
D031_UE,LIving_TV_5(2),Door-std (single) [1]24,00018043cix,,1194,596,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Living_TV_5[1],Top_125,00018044cix,,460,74,0,1,L_F,19,0.5 white,5_Dado,2_Colour,2_Colour
D031_UE,Living_TV_5[1],Top_225,00018045cix,,460,72.5,0,1,L_F,19,2_Colour,0.5 white,2_Colour,2_Colour
D031_UE,Living_TV_5[1],Bottom25,00018046cix,,464,298,1,1,CherryBeech,18,2_Colour,5_Dado,,
D031_UE,Living_TV_5[1],Left Side25,00018047cix,,199.5,315.5,1,1,CherryBeech,18,2_Colour,5_Dado,,5_white
D031_UE,Living_TV_5[1],Right Side25,00018048cix,,199.5,315.5,1,1,CherryBeech,18,2_Colour,5_Dado,,5_white
D031_UE,Living_TV_5[1],Back25,00018049cix,,200,484,0,1,ply_7,7,,,,
D031_UE,Living_Vanity,Top26,00018050cix,,1519,74,0,1,ply18,18,5_Colour,5_Dado,5_white,5_white
D031_UE,Living_Vanity,Bottom26,00018051cix,,1519,581,0,1,ply18,18,5_Colour,5_Dado,5_white,5_white
D031_UE,Living_Vanity,Vertical Division26,00018052cix,,554,74.5,0,2,ply18,18,5_white,,,
D031_UE,Living_Vanity,Vertical Division [2]26,00018053cix,,554,74.5,0,1,ply18,18,5_white,,,
D031_UE,Living_Vanity,Door-std (single) [1]26,00018054cix,,664,65,1,1,CherryBeech,18,2_Colour,,2_Colour,2_Colour
D031_UE,Living_Vanity,Door-std (single) [2]26,00018055cix,,664,65,1,1,CherryBeech,18,,2_Colour,2_Colour,2_Colour
D031_UE,Living_Vanity,Door-std26,00018056cix,,664,454.7,1,2,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Living_Vanity,Door-std (double) [1]_126,00018057cix,,664,454.7,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Living_Vanity,Upper Strip 1 [1]26,00018058cix,,1520,80,0,1,L_F,19,,,,
D031_UE,MBR_\WR_Filler,Door-std (single) [1]_127,00018059cix,,744,67,1,1,CherryBeech,18,,2_Colour,2_Colour,2_Colour
D031_UE,MBR_\WR_Filler,Door-std (single) [1]_227,00018060cix,,1984,67,1,1,CherryBeech,18,,2_Colour,2_Colour,2_Colour
D031_UE,MBR_Loft_3Dr,Top28,00018061cix,,1782,74,0,1,L_F,19,5_Wenge,5_Dado,,
D031_UE,MBR_Loft_3Dr,Bottom28,00018062cix,,1782,74,0,1,L_F,19,5_Wenge,5_Dado,,
D031_UE,MBR_Loft_3Dr,Left Side28,00018063cix,,749,549,1,1,CherryBeech,18,5_Wenge,5_white,5_white,5_white
D031_UE,MBR_Loft_3Dr,Right Side28,00018064cix,,711,74,0,1,L_F,19,5_Wenge,5_Wenge,5_white,5_white
D031_UE,MBR_Loft_3Dr,Vertical Division [1]28,00018065cix,,712,74,0,1,L_F,19,5_Wenge,5_white,,
D031_UE,MBR_Loft_3Dr,Door-std28,00018066cix,,694.5,574.3,1,2,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,MBR_Loft_3Dr,Door 1/bin/1.5-3 (single) [2]28,00018067cix,,44.5,1734,0,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,MBR_Loft_3Dr,Door-std (double) [1]_228,00018068cix,,694.5,574.3,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Pooja_base,Top_129,00018069cix,,1164,74,0,1,ply18,18,0.5 white,5_Dado,,
D031_UE,Pooja_base,Top_229,00018070cix,,1164,74,0,1,ply18,18,5_Colour,0.5 white,,
D031_UE,Pooja_base,Bottom29,00018071cix,,1164,511,0,1,ply18,18,5_Colour,5_Dado,,
D031_UE,Pooja_base,Left Side29,00018072cix,,749,511,0,1,ply18,18,5_Colour,5_Dado,5_white,5_white
D031_UE,Pooja_base,Right Side29,00018073cix,,749,511,1,1,CherryBeech,18,5_Colour,5_Dado,5_white,5_white
D031_UE,Pooja_base,Back29,00018074cix,,624,1184,0,1,ply_7,7,,,,
D031_UE,Pooja_base,Vertical Division [1]29,00018075cix,00018076cix,149.5,494.5,0,1,ply18,18,5_white,,,5_white
D031_UE,Pooja_base,Door-std (double) [1]_129,00018077cix,,466,594,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Pooja_base,Door-std (double) [1]_229,00018078cix,,466,594,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Pooja_base,Dra_slide_4029,00018079cix,,162.5,594.5,0,2,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Pooja_base,Left Side Dra_slide_4029,00018080cix,,457,107.5,0,2,ply18,18,5_white,,,
D031_UE,Pooja_base,Right Side Dra_slide_4029,00018081cix,,457,107.5,0,2,ply18,18,5_white,,,
D031_UE,Pooja_base,Bottom Dra_slide_4029,00018082cix,,527.6,455,0,2,ply_7,7,,,,
D031_UE,Pooja_base,Back Dra_slide_4029,00018083cix,,511.6,107.5,0,2,ply18,18,5_white,,,
D031_UE,Pooja_base,Counter-Frontage Dra_slide_4029,00018084cix,,547.6,107.5,0,2,ply18,18,5_white,,,
D031_UE,Pooja_base,Plinth 1 [1]29,00018085cix,,1164,108,1,1,CherryBeech,18,,2_Colour,,
D031_UE,Tall_unit_2Dr_RW,Top30,00018086cix,,576.5,524.5,0,1,ply18,18,5_white,,5_white,
D031_UE,Tall_unit_2Dr_RW,Bottom30,00018087cix,,581.5,524.5,0,1,ply18,18,5_white,,5_white,
D031_UE,Tall_unit_2Dr_RW,Left Side30,00018088cix,,1994,591,0,1,Ora_HGL,18,5_white,5_Dado-60,5_white,5_white
D031_UE,Tall_unit_2Dr_RW,Right Side30,00018089cix,,1959,524.5,0,1,ply18,18,5_white,,,
D031_UE,Tall_unit_2Dr_RW,Back30,00018090cix,,1995,522,0,1,ply_7,7,,,,
D031_UE,Tall_unit_2Dr_RW,Fixed Shelve [1]30,00018091cix,,494,524.5,0,1,ply18,18,5_white,,,
D031_UE,Tall_unit_2Dr_RW,Mobile Shelve30,00018092cix,,494,474.5,0,3,ply18,18,5_white,,,
D031_UE,Tall_unit_2Dr_RW,Door-std (single) [1]30,00018093cix,,712,524,0,1,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Tall_unit_2Dr_RW,Door-std (single) [2]30,00018094cix,,1271,524,0,1,Ora_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Vanity_mirror_75,Door-std (single) [1]_131,00018095cix,,594,1394,0,1,Miror,6,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,Vanity_mirror_75,Door-std (single) [1]_231,00018096cix,,594,1394,0,1,ply18,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,WR3Dr_(RW)180,Top32,00018097cix,,1781.5,527.5,0,1,ply18,18,5_white,,5_white,
D031_UE,WR3Dr_(RW)180,Bottom32,00018098cix,,1781.5,527.5,0,1,ply18,18,5_white,,5_white,
D031_UE,WR3Dr_(RW)180,Left Side32,00018099cix,,2099,549,1,1,CherryBeech,18,5_white,5_Dado,5_white,5_white
D031_UE,WR3Dr_(RW)180,Right Side32,00018100cix,,1954,527.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Back_132,00018101cix,,1990,1153.5,0,1,ply_7,7,,,,
D031_UE,WR3Dr_(RW)180,Back_232,00018102cix,,1990,578.5,0,1,ply_7,7,,,,
D031_UE,WR3Dr_(RW)180,Fixed Shelve [1]32,00018103cix,,1133.2,497.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Mobile Shelve32,00018104cix,,551.8,497.5,0,4,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Shelve 5raw [1]32,00018105cix,,1133.2,497.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Vertical Division [1]32,00018106cix,00018107cix,1954,527.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Vertical Division [2]32,00018108cix,,400,497.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Upright 4raw [1]32,00018109cix,,150,497.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Upright 4raw [2]32,00018110cix,,150,497.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Upright 4raw [3]32,00018111cix,00018112cix,150,497.5,0,1,ply18,18,5_white,,,
D031_UE,WR3Dr_(RW)180,Door-std (single) [1] Door 1/bin/1.5-3 (double) [2]_232,00018113cix,,1984,574.3,1,2,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,WR3Dr_(RW)180,Door 1/bin/1.5-3 (double) [2]_132,00018114cix,,1984,574.3,1,1,CherryBeech,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,WR3Dr_(RW)180,Dra_slide_4032,00018115cix,,143,532.6,0,2,ply18,18,2_Colour,2_Colour,2_Colour,2_Colour
D031_UE,WR3Dr_(RW)180,Left Side Dra_slide_4032,00018116cix,,439,89,0,2,ply18,18,5_white,5_Dado,,
D031_UE,WR3Dr_(RW)180,Right Side Dra_slide_4032,00018117cix,,439,89,0,2,ply18,18,5_white,5_Dado,,
D031_UE,WR3Dr_(RW)180,Bottom Dra_slide_4032,00018118cix,,498.2,441,0,2,ply_7,7,,,,
D031_UE,WR3Dr_(RW)180,Back Dra_slide_4032,00018119cix,,478.2,89,0,2,ply18,18,5_white,5_Dado,,
D031_UE,WR3Dr_(RW)180,Counter-Frontage Dra_slide_4032,00018120cix,,514.2,89,0,2,ply18,18,5_white,5_Dado,,
D031_UE,WR3Dr_(RW)180,Plinth 1 [1]32,00018121cix,,1782,110,1,1,CherryBeech,18,,,,
T042_UE,Filler_Kit_Tall,Filler,00018392cix,,1989,66,0,1,Red_HGL,18,2_Colour,,2_Colour,2_Colour
T042_UE,IIBR_Dresser,Top1,00018393cix,,399,424,1,1,289Pine_light_18,18,5_white,5_Dado,5_white,5_white
T042_UE,IIBR_Dresser,Bottom1,00018394cix,,364,379.5,0,1,ply18,18,5_white,,,
T042_UE,IIBR_Dresser,Left Side1,00018395cix,,181.5,401,0,1,ply18,18,5_white,5_Dado,,5_white
T042_UE,IIBR_Dresser,Right Side1,00018396cix,,181.5,401,1,1,289Pine_light_18,18,5_white,5_Dado,,5_white
T042_UE,IIBR_Dresser,Back1,00018397cix,,192,384,0,1,ply_7,7,,,,
T042_UE,IIBR_Dresser,Dra_slide_40 [1]1,00018398cix,,176,394,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_Dresser,Left Side Dra_slide_40 [1]1,00018399cix,,341,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,IIBR_Dresser,Right Side Dra_slide_40 [1]1,00018400cix,,341,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,IIBR_Dresser,Bottom Dra_slide_40 [1]1,00018401cix,,342,320.6,0,1,ply_7,7,,,,
T042_UE,IIBR_Dresser,Back Dra_slide_40 [1]1,00018402cix,,300.6,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,IIBR_Dresser,Counter-Frontage Dra_slide_40 [1]1,00018403cix,,338.6,103,0,1,DwrPly,19,5_white,5_Dado,,
T042_UE,IIBR_Loft,Top2,00018404cix,,1781.5,74,0,1,L_F,19,5_Wenge,5_Dado,,5_white
T042_UE,IIBR_Loft,Bottom2,00018405cix,,1781.5,74,0,1,L_F,19,5_Wenge,5_Dado,,5_white
T042_UE,IIBR_Loft,Left Side2,00018406cix,,712,74,0,1,L_F,19,5_Wenge,5_white,,
T042_UE,IIBR_Loft,Right Side2,00018407cix,,749,549,1,1,289Pine_light_18,18,5_Wenge,5_Wenge,5_white,5_white
T042_UE,IIBR_Loft,Vertical Division [1]2,00018408cix,,712,74,0,1,L_F,19,5_Wenge,5_white,,
T042_UE,IIBR_Loft,Door-std (single) [1]2,00018409cix,,694.5,384.4,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_Loft,Door 1/bin/1.5-3 (single) [2]2,00018410cix,,46.5,1544,0,1,289Pine_light_18,18,2_Colour,2_Colour,,2_Colour
T042_UE,IIBR_Loft,Door-std (double) [1]_12,00018411cix,,694.5,574.3,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_Loft,Door-std (double) [1]_22,00018412cix,,694.5,574.3,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_Mirror,Door-std (single) [1]_13,00018413cix,,1194,394,0,1,Miror,6,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_Mirror,Door-std (single) [1]_23,00018414cix,,1194,394,0,1,ply18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_WR,Top4,00018415cix,,1781.5,549,0,1,ply18,18,5_Wenge,5_Dado,,5_white
T042_UE,IIBR_WR,Bottom4,00018416cix,,1781.5,527,0,1,ply18,18,5_Wenge,5_Dado,,5_white
T042_UE,IIBR_WR,Left Side4,00018417cix,,1954,549,0,1,ply18,18,5_Wenge,5_Dado,,
T042_UE,IIBR_WR,Right Side4,00018418cix,,2099,549,1,1,289Pine_light_18,18,5_Wenge,5_Dado,5_white,5_white
T042_UE,IIBR_WR,Back_14,00018419cix,,1982,1155.1,0,1,ply_7,7,,,,
T042_UE,IIBR_WR,Back_24,00018420cix,,1982,568.9,0,1,ply_7,7,,,,
T042_UE,IIBR_WR,Mobile Shelve4,00018421cix,,551.8,497.5,0,4,ply18,18,5_white,,,
T042_UE,IIBR_WR,Mobile Shelve [5]4,00018422cix,,1132.2,497.5,0,1,ply18,18,5_white,,,
T042_UE,IIBR_WR,Shelve 5raw [1]4,00018423cix,,1133.2,497.5,0,1,ply18,18,5_white,,,
T042_UE,IIBR_WR,Vertical Division [1]4,00018424cix,00018425cix,1954,527.5,0,1,ply18,18,5_Wenge,,,
T042_UE,IIBR_WR,Upright 4raw [1]4,00018426cix,,150,497.5,0,1,ply18,18,5_Wenge,,,
T042_UE,IIBR_WR,Upright 4raw [2]4,00018427cix,,150,497.5,0,1,ply18,18,5_Wenge,,,
T042_UE,IIBR_WR,Upright 4raw [3]4,00018428cix,00018429cix,150,497.5,0,1,ply18,18,5_Wenge,,,
T042_UE,IIBR_WR,Upright 4raw [4]4,00018430cix,,400,497.5,0,1,ply18,18,5_Wenge,,,
T042_UE,IIBR_WR,Door-std (single) [1] Door 1/bin/1.5-3 (double) [2]_24,00018431cix,,1984,574.3,1,2,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_WR,Door 1/bin/1.5-3 (double) [2]_14,00018432cix,,1984,574.3,1,1,289Pine_light_18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_WR,Dra_slide_404,00018433cix,,143,532.6,0,2,ply18,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,IIBR_WR,Left Side Dra_slide_404,00018434cix,,439,89.5,0,2,ply18,18,5_white,,,
T042_UE,IIBR_WR,Right Side Dra_slide_404,00018435cix,,439,89.5,0,2,ply18,18,5_white,,,
T042_UE,IIBR_WR,Bottom Dra_slide_404,00018436cix,,498.2,441,0,2,ply_7,7,,,,
T042_UE,IIBR_WR,Back Dra_slide_404,00018437cix,,478.2,89.5,0,2,ply18,18,5_white,,,
T042_UE,IIBR_WR,Counter-Frontage Dra_slide_404,00018438cix,,514.2,89.5,0,2,ply18,18,5_white,,,
T042_UE,IIBR_WR,Plinth 1 [1]4,00018439cix,,1782,110,1,1,289Pine_light_18,18,,,,
T042_UE,IIBR_WR_filler,Door-std (single) [1]5,00018440cix,,1984,67,1,1,289Pine_light_18,18,,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Base_2Dr,Top6,00018441cix,,899,392,0,1,ply18,18,5_Wenge,5_Dado,5_white,5_white
T042_UE,Kit_Base_2Dr,Bottom6,00018442cix,,899,392,0,1,ply18,18,5_Wenge,5_Dado,5_white,5_white
T042_UE,Kit_Base_2Dr,Left Side6,00018443cix,,579,392,0,1,ply18,18,5_Wenge,5_Dado,,
T042_UE,Kit_Base_2Dr,Right Side6,00018444cix,,579,392,0,1,ply18,18,5_Wenge,5_Dado,,
T042_UE,Kit_Base_2Dr,Back6,00018445cix,,615,800,0,1,ply_7,7,,,,
T042_UE,Kit_Base_2Dr,Mobile Shelve [1]6,00018446cix,,763,362.5,0,1,ply18,18,5_white,,,
T042_UE,Kit_Base_2Dr,Door-std (double) [1]_16,00018447cix,,669,394,0,1,Red_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Base_2Dr,Door-std (double) [1]_26,00018448cix,,669,394,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
T042_UE,Kit_Base_2Dr,Upper Strip 1 [1]6,00018449cix,,900,60,0,1,L_F,19,,,,
